person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,client_id,loan_to_income,interest_burden,emp_stability_ratio,credit_age_ratio,rate_x_credit_age,financial_pressure,loan_grade_ord
26,60000,MORTGAGE,3.0,EDUCATION,C,30000,14.27,0,0.5,N,4,8707,0.5,7.135,0.375,0.15384615384615385,2.854,0.25,3
25,60000,MORTGAGE,10.0,VENTURE,D,10000,16.77,0,0.17,N,3,8708,0.16666666666666666,2.8509,1.4285714285714286,0.12,4.1925,0.028333333333333335,4
25,60000,MORTGAGE,7.0,EDUCATION,D,12000,16.77,0,0.2,N,4,8709,0.2,3.354,1.0,0.16,3.354,0.04000000000000001,4
26,35000,RENT,10.0,PERSONAL,D,8000,,0,0.23,N,3,8710,0.22857142857142856,,1.25,0.11538461538461539,,0.052571428571428575,4
22,35000,RENT,5.0,EDUCATION,A,8000,7.29,0,0.23,N,2,8711,0.22857142857142856,1.6767,1.25,0.09090909090909091,2.43,0.052571428571428575,1
23,60000,OWN,2.0,MEDICAL,A,5000,6.03,0,0.08,N,3,8712,0.08333333333333333,0.48240000000000005,0.4,0.13043478260869565,1.5075,0.006666666666666666,1
24,60000,MORTGAGE,,VENTURE,A,12000,7.9,0,0.2,N,3,8713,0.2,1.58,,0.125,1.975,0.04000000000000001,1
23,60000,MORTGAGE,7.0,EDUCATION,A,15000,7.9,0,0.25,N,3,8714,0.25,1.975,1.4,0.13043478260869565,1.975,0.0625,1
23,29000,RENT,0.0,VENTURE,F,8000,18.3,1,0.28,N,2,8715,0.27586206896551724,5.1240000000000006,0.0,0.08695652173913043,6.1000000000000005,0.07724137931034483,6
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,1,0.28,N,3,8716,0.27586206896551724,3.5644000000000005,1.4,0.13043478260869565,3.1825,0.07724137931034483,3
22,60000,MORTGAGE,1.0,MEDICAL,A,10000,7.9,0,0.17,N,4,8717,0.16666666666666666,1.3430000000000002,0.25,0.18181818181818182,1.58,0.028333333333333335,1
22,35000,RENT,1.0,VENTURE,C,8000,12.41,0,0.23,N,3,8718,0.22857142857142856,2.8543000000000003,0.25,0.13636363636363635,3.1025,0.052571428571428575,3
26,60000,MORTGAGE,10.0,PERSONAL,D,8000,16.77,0,0.13,N,2,8719,0.13333333333333333,2.1801,1.25,0.07692307692307693,5.59,0.017333333333333333,4
25,60000,MORTGAGE,4.0,VENTURE,A,14000,7.9,0,0.23,N,2,8720,0.23333333333333334,1.8170000000000002,0.5714285714285714,0.08,2.6333333333333333,0.05366666666666667,1
25,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4000,12.69,0,0.07,N,2,8721,0.06666666666666667,0.8883000000000001,0.8571428571428571,0.08,4.2299999999999995,0.004666666666666667,2
22,35000,RENT,1.0,EDUCATION,B,8000,9.2,0,0.23,N,3,8722,0.22857142857142856,2.116,0.25,0.13636363636363635,2.3,0.052571428571428575,2
24,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.9,0,0.17,N,2,8723,0.16666666666666666,1.5130000000000001,1.0,0.08333333333333333,2.966666666666667,0.028333333333333335,1
23,35004,RENT,7.0,VENTURE,A,8000,,0,0.23,N,3,8724,0.22854530910753057,,1.4,0.13043478260869565,,0.052565421094732036,1
22,29570,RENT,6.0,DEBTCONSOLIDATION,D,8000,14.42,1,0.27,Y,4,8725,0.2705444707473791,3.8934,1.5,0.18181818181818182,2.884,0.07304700710179236,4
22,60000,MORTGAGE,6.0,EDUCATION,B,3950,10.65,0,0.07,N,2,8726,0.06583333333333333,0.7455,1.5,0.09090909090909091,3.5500000000000003,0.004608333333333333,2
22,60000,MORTGAGE,3.0,VENTURE,A,5000,7.9,0,0.08,N,2,8727,0.08333333333333333,0.632,0.75,0.09090909090909091,2.6333333333333333,0.006666666666666666,1
26,60000,MORTGAGE,7.0,EDUCATION,A,16000,7.9,0,0.27,N,2,8728,0.26666666666666666,2.1330000000000005,0.875,0.07692307692307693,2.6333333333333333,0.07200000000000001,1
26,30000,RENT,6.0,HOMEIMPROVEMENT,C,8000,,1,0.27,N,3,8729,0.26666666666666666,,0.75,0.11538461538461539,,0.07200000000000001,3
23,36000,RENT,0.0,EDUCATION,A,8000,7.51,0,0.22,N,2,8730,0.2222222222222222,1.6522,0.0,0.08695652173913043,2.5033333333333334,0.048888888888888885,1
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.11,1,0.27,N,3,8731,0.26666666666666666,2.9997000000000003,0.5,0.13636363636363635,2.7775,0.07200000000000001,2
25,60000,OWN,0.0,VENTURE,B,9000,9.91,0,0.15,N,3,8732,0.15,1.4865,0.0,0.12,2.4775,0.0225,2
24,60000,MORTGAGE,8.0,EDUCATION,B,3000,10.65,0,0.05,N,2,8733,0.05,0.5325000000000001,1.3333333333333333,0.08333333333333333,3.5500000000000003,0.0025000000000000005,2
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2,8734,0.2222222222222222,,1.0,0.08695652173913043,,0.048888888888888885,2
21,30000,RENT,3.0,VENTURE,E,8000,16.45,1,0.27,Y,2,8735,0.26666666666666666,4.4415000000000004,1.0,0.09523809523809523,5.483333333333333,0.07200000000000001,5
23,60000,OWN,7.0,VENTURE,A,11500,,0,0.19,N,4,8736,0.19166666666666668,,1.4,0.17391304347826086,,0.03641666666666667,1
24,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,1500,12.42,0,0.03,N,2,8737,0.025,0.3726,1.5,0.08333333333333333,4.14,0.00075,2
22,36000,RENT,4.0,EDUCATION,D,8000,15.33,0,0.22,N,2,8738,0.2222222222222222,3.3726,1.0,0.09090909090909091,5.11,0.048888888888888885,4
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,23275,12.42,0,0.39,N,3,8739,0.3879166666666667,4.8438,1.2857142857142858,0.12,3.105,0.15128750000000002,2
22,60000,MORTGAGE,6.0,EDUCATION,B,6000,9.91,0,0.1,N,4,8740,0.1,0.9910000000000001,1.5,0.18181818181818182,1.982,0.010000000000000002,2
24,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.17,N,2,8741,0.16666666666666666,1.9907000000000004,0.3333333333333333,0.08333333333333333,3.9033333333333338,0.028333333333333335,2
24,60000,MORTGAGE,9.0,VENTURE,A,3000,7.51,0,0.05,N,4,8742,0.05,0.3755,1.5,0.16666666666666666,1.502,0.0025000000000000005,1
25,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,15.27,0,0.08,Y,2,8743,0.08333333333333333,1.2216,0.14285714285714285,0.08,5.09,0.006666666666666666,3
24,36000,RENT,8.0,VENTURE,B,8000,11.48,0,0.22,N,4,8744,0.2222222222222222,2.5256000000000003,1.3333333333333333,0.16666666666666666,2.2960000000000003,0.048888888888888885,2
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9600,6.03,0,0.16,N,3,8745,0.16,0.9648000000000001,1.2857142857142858,0.12,1.5075,0.0256,1
24,60000,MORTGAGE,4.0,EDUCATION,A,4000,7.9,0,0.07,N,3,8746,0.06666666666666667,0.553,0.6666666666666666,0.125,1.975,0.004666666666666667,1
26,36903,RENT,3.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.22,N,2,8747,0.21678454326206542,2.6862000000000004,0.375,0.07692307692307693,4.07,0.047692599517654394,2
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4,8748,0.2580978190734288,1.8564,1.5,0.18181818181818182,1.428,0.0671054329590915,1
25,60000,MORTGAGE,4.0,MEDICAL,A,8650,7.51,0,0.14,N,2,8749,0.14416666666666667,1.0514000000000001,0.5714285714285714,0.08,2.5033333333333334,0.020183333333333334,1
22,37000,RENT,0.0,EDUCATION,A,8000,8.94,0,0.22,N,2,8750,0.21621621621621623,1.9667999999999999,0.0,0.09090909090909091,2.98,0.04756756756756757,1
23,60000,MORTGAGE,7.0,PERSONAL,A,6000,8.9,0,0.1,N,4,8751,0.1,0.8900000000000001,1.4,0.17391304347826086,1.78,0.010000000000000002,1
22,60000,OWN,0.0,VENTURE,A,13250,7.9,0,0.22,N,3,8752,0.22083333333333333,1.738,0.0,0.13636363636363635,1.975,0.04858333333333333,1
25,31008,RENT,7.0,MEDICAL,D,8000,,1,0.26,N,3,8753,0.2579979360165119,,1.0,0.12,,0.06707946336429309,4
23,60000,MORTGAGE,6.0,EDUCATION,A,1200,6.03,0,0.02,N,3,8754,0.02,0.12060000000000001,1.2,0.13043478260869565,1.5075,0.0004,1
22,31200,RENT,0.0,PERSONAL,D,8000,14.3,1,0.26,Y,3,8755,0.2564102564102564,3.7180000000000004,0.0,0.13636363636363635,3.575,0.06666666666666667,4
23,37440,RENT,8.0,EDUCATION,E,8000,14.18,0,0.21,N,2,8756,0.21367521367521367,2.9778,1.6,0.08695652173913043,4.726666666666667,0.044871794871794865,5
23,37500,RENT,2.0,VENTURE,C,8000,14.26,0,0.21,N,4,8757,0.21333333333333335,2.9945999999999997,0.4,0.17391304347826086,2.852,0.0448,3
24,37648,RENT,0.0,MEDICAL,A,8000,7.29,0,0.21,N,2,8758,0.21249468763280918,1.5309,0.0,0.08333333333333333,2.43,0.044623884402889925,1
22,60000,OWN,6.0,MEDICAL,B,1000,10.99,0,0.02,N,2,8759,0.016666666666666666,0.2198,1.5,0.09090909090909091,3.6633333333333336,0.0003333333333333333,2
22,60000,OWN,7.0,VENTURE,D,15000,16.49,0,0.25,Y,2,8760,0.25,4.1225,1.75,0.09090909090909091,5.496666666666666,0.0625,4
24,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,5.42,1,0.03,N,3,8761,0.027777777777777776,0.1626,0.16666666666666666,0.125,1.355,0.0008333333333333333,1
22,60000,MORTGAGE,6.0,EDUCATION,B,16800,11.99,0,0.28,N,3,8762,0.28,3.3572,1.5,0.13636363636363635,2.9975,0.07840000000000001,2
24,37876,RENT,4.0,MEDICAL,B,8000,9.63,0,0.21,N,2,8763,0.21121554546414617,2.0223,0.6666666666666666,0.08333333333333333,3.2100000000000004,0.04435526454747069,2
23,60000,MORTGAGE,7.0,EDUCATION,A,12000,5.99,0,0.2,N,3,8764,0.2,1.1980000000000002,1.4,0.13043478260869565,1.4975,0.04000000000000001,1
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,18000,12.99,0,0.3,N,2,8765,0.3,3.897,1.5,0.09090909090909091,4.33,0.09,3
22,60000,MORTGAGE,6.0,EDUCATION,D,2500,15.99,0,0.04,N,3,8766,0.041666666666666664,0.6396000000000001,1.5,0.13636363636363635,3.9975,0.0016666666666666666,4
22,60000,MORTGAGE,1.0,MEDICAL,B,6750,10.99,0,0.11,N,4,8767,0.1125,1.2089,0.25,0.18181818181818182,2.198,0.012375,2
25,60000,MORTGAGE,6.0,VENTURE,D,8400,16.89,0,0.14,N,3,8768,0.14,2.3646000000000003,0.8571428571428571,0.12,4.2225,0.019600000000000003,4
23,38000,RENT,5.0,PERSONAL,B,8000,10.65,0,0.21,N,3,8769,0.21052631578947367,2.2365,1.0,0.13043478260869565,2.6625,0.04421052631578947,2
23,60000,MORTGAGE,,EDUCATION,A,16000,7.49,0,0.27,N,3,8770,0.26666666666666666,2.0223,,0.13043478260869565,1.8725,0.07200000000000001,1
26,38000,RENT,4.0,MEDICAL,B,8000,12.69,0,0.21,N,4,8771,0.21052631578947367,2.6649,0.5,0.15384615384615385,2.538,0.04421052631578947,2
24,38000,RENT,8.0,MEDICAL,B,8000,11.49,0,0.21,N,2,8772,0.21052631578947367,2.4129,1.3333333333333333,0.08333333333333333,3.83,0.04421052631578947,2
23,60000,MORTGAGE,8.0,EDUCATION,B,21000,,0,0.35,N,3,8773,0.35,,1.6,0.13043478260869565,,0.12249999999999998,2
25,60000,MORTGAGE,2.0,PERSONAL,B,6900,9.99,0,0.12,N,3,8774,0.115,1.1988,0.2857142857142857,0.12,2.4975,0.0138,2
25,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.17,N,2,8775,0.16666666666666666,1.9533000000000003,1.4285714285714286,0.08,3.83,0.028333333333333335,2
26,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2000,,0,0.03,N,4,8776,0.03333333333333333,,0.375,0.15384615384615385,,0.001,1
22,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.99,0,0.13,N,4,8777,0.13333333333333333,0.9087000000000001,1.25,0.18181818181818182,1.3980000000000001,0.017333333333333333,1
23,60000,MORTGAGE,5.0,EDUCATION,A,8850,6.99,0,0.15,N,3,8778,0.1475,1.0485,1.0,0.13043478260869565,1.7475,0.022125,1
26,54000,MORTGAGE,10.0,EDUCATION,A,8500,5.42,1,0.16,N,3,8779,0.1574074074074074,0.8672,1.25,0.11538461538461539,1.355,0.025185185185185185,1
23,38000,RENT,0.0,MEDICAL,A,8000,6.17,0,0.21,N,2,8780,0.21052631578947367,1.2956999999999999,0.0,0.08695652173913043,2.0566666666666666,0.04421052631578947,1
22,38004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.21,N,3,8781,0.2105041574571098,2.3855999999999997,0.5,0.13636363636363635,2.84,0.04420587306599306,2
22,38400,RENT,6.0,EDUCATION,A,8000,7.88,0,0.21,N,4,8782,0.20833333333333334,1.6547999999999998,1.5,0.18181818181818182,1.576,0.04375,1
23,32698,RENT,3.0,DEBTCONSOLIDATION,F,8000,18.43,1,0.24,Y,3,8783,0.24466328215793015,4.4232,0.6,0.13043478260869565,4.6075,0.058719187717903236,6
23,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7000,12.99,0,0.12,N,4,8784,0.11666666666666667,1.5588,1.2,0.17391304347826086,2.598,0.014,3
26,39000,RENT,2.0,DEBTCONSOLIDATION,A,8000,6.62,0,0.21,N,2,8785,0.20512820512820512,1.3901999999999999,0.25,0.07692307692307693,2.2066666666666666,0.043076923076923075,1
25,60000,MORTGAGE,9.0,VENTURE,A,15000,8.49,0,0.25,N,3,8786,0.25,2.1225,1.2857142857142858,0.12,2.1225,0.0625,1
23,54000,MORTGAGE,3.0,VENTURE,D,4000,15.62,1,0.07,N,3,8787,0.07407407407407407,1.0934000000000001,0.6,0.13043478260869565,3.905,0.005185185185185185,4
23,60000,MORTGAGE,6.0,EDUCATION,C,8000,13.49,0,0.13,Y,2,8788,0.13333333333333333,1.7537,1.2,0.08695652173913043,4.496666666666667,0.017333333333333333,3
26,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,4800,11.49,1,0.09,N,2,8789,0.08888888888888889,1.0341,1.375,0.07692307692307693,3.83,0.008,2
22,60000,MORTGAGE,2.0,EDUCATION,B,3500,9.99,0,0.06,N,2,8790,0.058333333333333334,0.5994,0.5,0.09090909090909091,3.33,0.0035,2
22,39860,RENT,6.0,PERSONAL,B,8000,11.11,0,0.2,N,3,8791,0.2007024586051179,2.222,1.5,0.13636363636363635,2.7775,0.04014049172102358,2
22,39996,RENT,2.0,PERSONAL,A,8000,7.14,0,0.2,N,4,8792,0.2000200020002,1.428,0.5,0.18181818181818182,1.428,0.040004000400040006,1
24,60000,MORTGAGE,8.0,MEDICAL,A,17000,7.49,0,0.28,N,2,8793,0.2833333333333333,2.0972000000000004,1.3333333333333333,0.08333333333333333,2.4966666666666666,0.07933333333333334,1
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N,2,8794,0.08666666666666667,0.5391,0.5,0.09090909090909091,1.9966666666666668,0.0078,1
23,33996,RENT,7.0,PERSONAL,B,8000,10.95,1,0.24,N,3,8795,0.23532180256500765,2.6279999999999997,1.4,0.13043478260869565,2.7375,0.056477232615601836,2
25,40000,RENT,9.0,DEBTCONSOLIDATION,B,8000,12.42,0,0.2,N,2,8796,0.2,2.484,1.2857142857142858,0.08,4.14,0.04000000000000001,2
26,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5000,9.99,0,0.08,N,2,8797,0.08333333333333333,0.7992,0.75,0.07692307692307693,3.33,0.006666666666666666,2
22,40000,RENT,1.0,VENTURE,A,8000,7.9,0,0.2,N,4,8798,0.2,1.58,0.25,0.18181818181818182,1.58,0.04000000000000001,1
25,60000,MORTGAGE,10.0,PERSONAL,A,3600,5.99,0,0.06,N,3,8799,0.06,0.3594,1.4285714285714286,0.12,1.4975,0.0036,1
22,40000,RENT,2.0,EDUCATION,C,8000,12.99,0,0.2,N,2,8800,0.2,2.5980000000000003,0.5,0.09090909090909091,4.33,0.04000000000000001,3
22,60000,MORTGAGE,5.0,VENTURE,A,5600,7.49,0,0.09,N,3,8801,0.09333333333333334,0.6741,1.25,0.13636363636363635,1.8725,0.0084,1
24,34000,RENT,0.0,VENTURE,D,8000,16.49,1,0.24,Y,3,8802,0.23529411764705882,3.9575999999999993,0.0,0.125,4.1225,0.05647058823529411,4
23,40000,RENT,3.0,EDUCATION,B,8000,11.49,0,0.2,N,3,8803,0.2,2.298,0.6,0.13043478260869565,2.8725,0.04000000000000001,2
23,60000,MORTGAGE,,EDUCATION,B,5600,10.99,0,0.09,N,2,8804,0.09333333333333334,0.9891,,0.08695652173913043,3.6633333333333336,0.0084,2
21,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,9.63,0,0.2,N,2,8805,0.2,1.9260000000000002,0.6666666666666666,0.09523809523809523,3.2100000000000004,0.04000000000000001,2
23,54000,MORTGAGE,5.0,MEDICAL,C,5200,13.99,1,0.1,N,3,8806,0.0962962962962963,1.399,1.0,0.13043478260869565,3.4975,0.00962962962962963,3
24,40000,RENT,4.0,MEDICAL,B,8000,9.63,0,0.2,N,3,8807,0.2,1.9260000000000002,0.6666666666666666,0.125,2.4075,0.04000000000000001,2
24,40000,RENT,2.0,PERSONAL,A,8000,6.17,0,0.2,N,2,8808,0.2,1.234,0.3333333333333333,0.08333333333333333,2.0566666666666666,0.04000000000000001,1
22,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.2,N,4,8809,0.2,2.272,0.5,0.18181818181818182,2.272,0.04000000000000001,2
23,60000,OWN,8.0,EDUCATION,A,20000,7.49,0,0.33,N,3,8810,0.3333333333333333,2.4717000000000002,1.6,0.13043478260869565,1.8725,0.11,1
24,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,4,8811,0.2,2.0500000000000003,0.0,0.16666666666666666,2.05,0.04000000000000001,2
25,60000,MORTGAGE,5.0,VENTURE,A,5000,,0,0.08,N,4,8812,0.08333333333333333,,0.7142857142857143,0.16,,0.006666666666666666,1
24,60000,OWN,1.0,VENTURE,D,15000,16.89,0,0.25,Y,2,8813,0.25,4.2225,0.16666666666666666,0.08333333333333333,5.63,0.0625,4
22,40000,RENT,2.0,EDUCATION,B,8000,12.18,0,0.2,N,4,8814,0.2,2.436,0.5,0.18181818181818182,2.436,0.04000000000000001,2
24,60000,MORTGAGE,3.0,EDUCATION,A,4000,5.42,0,0.07,N,2,8815,0.06666666666666667,0.3794,0.5,0.08333333333333333,1.8066666666666666,0.004666666666666667,1
24,40560,RENT,5.0,VENTURE,A,8000,7.66,0,0.2,N,2,8816,0.19723865877712032,1.532,0.8333333333333334,0.08333333333333333,2.5533333333333332,0.03944773175542407,1
25,60000,OWN,1.0,DEBTCONSOLIDATION,D,10000,16.49,0,0.17,N,3,8817,0.16666666666666666,2.8033,0.14285714285714285,0.12,4.1225,0.028333333333333335,4
24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.1,N,3,8818,0.1,0.542,0.0,0.125,1.355,0.010000000000000002,1
25,41000,RENT,3.0,VENTURE,B,8000,10.99,0,0.2,N,4,8819,0.1951219512195122,2.198,0.42857142857142855,0.16,2.198,0.039024390243902446,2
21,35000,RENT,0.0,PERSONAL,F,8000,19.79,1,0.23,Y,4,8820,0.22857142857142856,4.5517,0.0,0.19047619047619047,3.9579999999999997,0.052571428571428575,6
25,60000,MORTGAGE,5.0,PERSONAL,A,10425,8.49,0,0.17,N,4,8821,0.17375,1.4433000000000002,0.7142857142857143,0.16,1.698,0.0295375,1
26,35000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.23,Y,2,8822,0.22857142857142856,3.5213,0.0,0.07692307692307693,5.1033333333333335,0.052571428571428575,4
22,60000,MORTGAGE,,EDUCATION,A,10000,5.99,0,0.17,N,2,8823,0.16666666666666666,1.0183000000000002,,0.09090909090909091,1.9966666666666668,0.028333333333333335,1
25,60000,MORTGAGE,2.0,MEDICAL,B,12500,11.49,0,0.21,N,2,8824,0.20833333333333334,2.4129,0.2857142857142857,0.08,3.83,0.04375,2
24,60000,MORTGAGE,0.0,VENTURE,B,8500,10.59,0,0.14,N,3,8825,0.14166666666666666,1.4826000000000001,0.0,0.125,2.6475,0.019833333333333335,2
25,41579,RENT,9.0,VENTURE,C,8000,13.92,0,0.19,Y,3,8826,0.1924048197407345,2.6448,1.2857142857142858,0.12,3.48,0.036556915750739556,3
26,54000,MORTGAGE,8.0,MEDICAL,D,5000,15.62,1,0.09,Y,4,8827,0.09259259259259259,1.4058,1.0,0.15384615384615385,3.1239999999999997,0.008333333333333333,4
24,41600,RENT,0.0,MEDICAL,B,8000,10.59,0,0.19,N,4,8828,0.19230769230769232,2.0120999999999998,0.0,0.16666666666666666,2.118,0.03653846153846154,2
24,60000,MORTGAGE,8.0,PERSONAL,C,9600,12.99,0,0.16,N,2,8829,0.16,2.0784000000000002,1.3333333333333333,0.08333333333333333,4.33,0.0256,3
23,60000,MORTGAGE,7.0,MEDICAL,C,5000,12.99,0,0.08,N,2,8830,0.08333333333333333,1.0392000000000001,1.4,0.08695652173913043,4.33,0.006666666666666666,3
23,36000,RENT,2.0,MEDICAL,A,8000,7.51,1,0.22,N,2,8831,0.2222222222222222,1.6522,0.4,0.08695652173913043,2.5033333333333334,0.048888888888888885,1
25,60000,MORTGAGE,1.0,EDUCATION,A,4000,,0,0.07,N,4,8832,0.06666666666666667,,0.14285714285714285,0.16,,0.004666666666666667,1
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.17,N,2,8833,0.16666666666666666,1.0183000000000002,1.6666666666666667,0.09523809523809523,1.9966666666666668,0.028333333333333335,1
25,60000,MORTGAGE,9.0,PERSONAL,A,1800,8.49,0,0.03,N,4,8834,0.03,0.2547,1.2857142857142858,0.16,1.698,0.0009,1
24,42000,RENT,2.0,EDUCATION,B,8000,,0,0.19,N,4,8835,0.19047619047619047,,0.3333333333333333,0.16666666666666666,,0.03619047619047619,2
24,36000,RENT,1.0,PERSONAL,B,8000,12.12,1,0.22,N,4,8836,0.2222222222222222,2.6664,0.16666666666666666,0.16666666666666666,2.424,0.048888888888888885,2
25,54000,MORTGAGE,,DEBTCONSOLIDATION,D,10000,16.89,1,0.19,Y,2,8837,0.18518518518518517,3.2091000000000003,,0.08,5.63,0.03518518518518518,4
25,42000,RENT,1.0,VENTURE,A,8000,5.99,0,0.19,N,2,8838,0.19047619047619047,1.1381000000000001,0.14285714285714285,0.08,1.9966666666666668,0.03619047619047619,1
25,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.07,N,4,8839,0.06666666666666667,0.41930000000000006,0.0,0.16,1.198,0.004666666666666667,1
22,60000,MORTGAGE,6.0,EDUCATION,B,2800,10.99,0,0.05,N,4,8840,0.04666666666666667,0.5495,1.5,0.18181818181818182,2.198,0.0023333333333333335,2
24,36000,RENT,6.0,PERSONAL,D,8000,15.28,1,0.22,N,3,8841,0.2222222222222222,3.3615999999999997,1.0,0.125,3.82,0.048888888888888885,4
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,5.99,0,0.08,N,4,8842,0.08333333333333333,0.4792,1.5,0.18181818181818182,1.198,0.006666666666666666,1
22,60000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.17,N,2,8843,0.16666666666666666,,0.5,0.09090909090909091,,0.028333333333333335,1
22,60000,MORTGAGE,6.0,EDUCATION,A,6000,6.62,0,0.1,N,3,8844,0.1,0.662,1.5,0.13636363636363635,1.655,0.010000000000000002,1
23,60000,MORTGAGE,6.0,VENTURE,A,10000,5.42,0,0.17,N,4,8845,0.16666666666666666,0.9214000000000001,1.2,0.17391304347826086,1.084,0.028333333333333335,1
24,42000,RENT,0.0,VENTURE,B,8000,9.25,0,0.19,N,3,8846,0.19047619047619047,1.7575,0.0,0.125,2.3125,0.03619047619047619,2
25,42000,RENT,3.0,EDUCATION,A,8000,,0,0.19,N,4,8847,0.19047619047619047,,0.42857142857142855,0.16,,0.03619047619047619,1
25,36000,RENT,9.0,PERSONAL,C,8000,12.73,1,0.22,Y,2,8848,0.2222222222222222,2.8006,1.2857142857142858,0.08,4.243333333333333,0.048888888888888885,3
22,60000,MORTGAGE,1.0,EDUCATION,A,4800,7.49,0,0.08,N,3,8849,0.08,0.5992000000000001,0.25,0.13636363636363635,1.8725,0.0064,1
23,60000,MORTGAGE,7.0,PERSONAL,C,2000,15.23,0,0.03,Y,2,8850,0.03333333333333333,0.4569,1.4,0.08695652173913043,5.076666666666667,0.001,3
24,36000,RENT,2.0,VENTURE,D,8000,14.96,1,0.22,Y,2,8851,0.2222222222222222,3.2912000000000003,0.3333333333333333,0.08333333333333333,4.986666666666667,0.048888888888888885,4
23,42000,RENT,1.0,VENTURE,C,8000,12.84,0,0.19,N,4,8852,0.19047619047619047,2.4396,0.2,0.17391304347826086,2.568,0.03619047619047619,3
25,42500,RENT,1.0,PERSONAL,C,8000,,0,0.19,Y,4,8853,0.18823529411764706,,0.14285714285714285,0.16,,0.03576470588235294,3
24,36816,RENT,0.0,PERSONAL,B,8000,10.65,1,0.22,N,4,8854,0.21729682746631898,2.343,0.0,0.16666666666666666,2.13,0.047805302042590175,2
24,60000,MORTGAGE,8.0,MEDICAL,C,21000,,0,0.35,Y,4,8855,0.35,,1.3333333333333333,0.16666666666666666,,0.12249999999999998,3
23,42996,RENT,3.0,PERSONAL,B,8000,11.11,0,0.19,N,2,8856,0.18606381989022236,2.1109,0.6,0.08695652173913043,3.703333333333333,0.03535212577914225,2
23,43000,RENT,3.0,DEBTCONSOLIDATION,B,8000,10.37,0,0.19,N,4,8857,0.18604651162790697,1.9703,0.6,0.17391304347826086,2.074,0.035348837209302326,2
22,60000,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.04,N,3,8858,0.041666666666666664,0.2796,1.5,0.13636363636363635,1.7475,0.0016666666666666666,1
22,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6000,,1,0.11,N,3,8859,0.1111111111111111,,0.0,0.13636363636363635,,0.012222222222222221,4
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N,4,8860,0.05,0.29950000000000004,0.42857142857142855,0.16,1.198,0.0025000000000000005,1
24,60000,MORTGAGE,2.0,MEDICAL,B,12000,9.99,0,0.2,N,2,8861,0.2,1.9980000000000002,0.3333333333333333,0.08333333333333333,3.33,0.04000000000000001,2
26,43000,RENT,1.0,MEDICAL,C,8000,12.87,0,0.19,Y,3,8862,0.18604651162790697,2.4453,0.125,0.11538461538461539,3.2175,0.035348837209302326,3
22,43200,RENT,2.0,EDUCATION,A,8000,5.99,0,0.19,N,3,8863,0.18518518518518517,1.1381000000000001,0.5,0.13636363636363635,1.4975,0.03518518518518518,1
22,60000,MORTGAGE,1.0,PERSONAL,A,10000,5.42,0,0.17,N,2,8864,0.16666666666666666,0.9214000000000001,0.25,0.09090909090909091,1.8066666666666666,0.028333333333333335,1
25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3,8865,0.18518518518518517,,1.4285714285714286,0.12,,0.03518518518518518,2
